year,customer_id,gender_filled,age,no_of_days_subscribed,multi_screen,mail_subscribed,weekly_mins_watched,minimum_daily_mins,maximum_daily_mins,weekly_max_night_mins,videos_watched,maximum days_filled,customer_support_calls,churn_filled
2020,593638,Female,37,52,no,yes,195.15,13.5,22.12,87,5,4,2,0
2020,594382,Female,35,97,no,no,414.15,8.9,46.94,73,4,3,0,1
2020,594571,Male,46,135,no,yes,302.1,12.9,34.24,131,4,4,2,1
2020,594919,Male,43,20,no,no,285,6.3,32.3,102,6,2,0,0
2020,595012,Female,27,44,no,no,360.45,10.6,40.85,106,2,3,1,0
2020,595702,Male,30,136,no,yes,214.65,11.4,24.33,120,5,4,2,0
2020,596087,Female,38,141,no,yes,278.1,8,31.52,107,3,3,4,0
2020,596501,Male,30,120,no,no,247.5,8.3,28.05,86,8,3,1,0
2020,597043,Male,38,51,no,no,274.65,7,31.13,121,3,2,1,0
2020,597099,Male,34,132,no,no,125.1,7.6,14.18,114,5,3,1,0
2020,597500,Female,27,50,no,no,283.35,11.6,32.11,124,8,4,3,0
2020,597936,Male,28,63,no,no,88.35,9.4,10.01,88,3,3,1,0
2020,597966,Female,66,212,no,no,189,7.6,21.42,102,3,3,1,0
2020,598096,Male,32,92,no,yes,201,9.7,22.78,118,4,3,0,0
2020,598619,Female,38,73,no,no,273.45,18,30.99,113,5,5,1,0
2020,599434,Female,27,71,no,yes,274.8,11.9,31.14,109,6,4,1,0
2020,599561,Male,30,114,no,yes,187.8,12.9,21.28,89,3,4,1,0
2020,599684,Male,38,98,yes,no,18.75,7.7,2.13,88,9,3,1,0
2020,599814,Female,22,86,no,no,125.25,12.6,14.2,75,3,4,0,0
2020,599834,Male,27,40,no,no,173.55,9.3,19.67,91,6,3,1,0
2020,600267,Female,29,78,no,no,313.35,12.8,35.51,120,7,4,0,0
2020,600625,Female,46,108,no,no,168,4.1,19.04,93,4,2,4,1
2020,601179,Male,56,159,no,no,283.65,10.4,32.15,106,5,3,1,1
2020,601196,Female,42,101,no,yes,300.15,15.5,34.02,90,4,5,0,0
2020,601368,Male,62,54,no,no,315.75,8.5,35.79,53,5,3,1,0
2020,601943,Male,42,153,no,no,293.1,11.6,33.22,97,6,4,1,0
2020,602075,Male,26,121,no,yes,290.7,5.9,32.95,95,4,2,0,0
2020,602089,Female,49,103,no,yes,181.5,7.7,20.57,76,4,3,2,0
2020,602447,Male,34,72,no,no,311.7,13.1,35.33,124,4,4,0,0
2020,602977,Female,43,97,no,no,254.55,12.8,28.85,83,6,4,3,0
2020,603529,Female,39,105,no,no,154.2,13.2,17.48,113,5,4,2,0
2020,603780,Male,40,197,yes,no,190.95,13.7,21.64,95,5,4,5,1
2020,604499,Male,54,169,no,no,151.2,9.5,17.14,95,2,3,0,0
2020,605195,Male,42,68,no,yes,264,14.7,29.92,71,7,4,1,0
2020,605547,Male,47,97,no,no,169.05,6.5,19.16,76,5,2,1,0
2020,605674,Male,36,75,no,no,339.15,10.3,38.44,98,5,3,1,0
2020,605685,Female,38,112,no,no,255.6,11.6,28.97,100,4,4,1,0
2020,606034,Male,32,78,no,no,208.8,11.8,23.66,125,3,4,3,0
2020,606532,Female,39,76,no,no,306.3,10.5,34.71,105,2,3,0,0
2020,606541,Male,51,120,no,yes,230.25,10.2,26.1,94,7,3,5,0
2020,606796,Female,45,165,no,no,231.3,10.9,26.21,99,4,3,6,0
2020,607754,Male,37,124,no,no,277.2,10.5,31.42,95,6,3,1,0
2020,609402,Male,41,107,no,no,200.7,8.9,22.75,115,4,3,0,0
2020,609414,Female,22,126,no,no,343.05,11.8,38.88,100,4,4,1,0
2020,610420,Male,45,138,no,no,255.75,11.2,28.99,111,7,4,2,0
2020,611206,Female,42,116,no,no,206.1,12.4,23.36,64,2,4,3,0
2020,611456,Female,35,100,no,yes,88.2,7.1,10,118,3,2,0,0
2020,611495,Female,33,84,no,no,207.9,7.8,23.56,137,4,3,0,0
2020,612327,Male,31,155,no,no,393.6,8.3,44.61,85,6,3,2,0
2020,613431,Male,43,121,no,no,311.85,7.7,35.34,114,2,3,2,0
2020,614347,Female,37,123,no,no,316.5,9.8,35.87,104,7,3,3,0
2020,614554,Male,32,129,no,yes,307.5,11.7,34.85,81,8,4,1,0
2020,615566,Female,53,129,no,no,209.25,13.1,23.72,97,8,4,0,0
2020,616596,Female,41,158,no,no,334.2,6.9,37.88,106,2,2,2,0
2020,616918,Female,26,75,no,yes,196.35,12.4,22.25,68,4,4,1,0
2020,617765,Male,29,115,no,no,429.6,6.9,48.69,141,6,2,1,1
2020,618214,Male,38,111,no,no,265.35,10.5,30.07,84,2,3,4,1
2020,618538,Female,20,61,no,no,296.55,7,33.61,93,3,2,2,0
2020,618687,Male,44,42,no,no,294.75,4,33.41,105,7,2,0,0
2020,618736,Male,38,54,no,no,429.9,11.5,48.72,107,5,4,1,1
2020,618935,Male,52,96,no,yes,391.95,11.3,44.42,97,2,4,1,0
2020,620209,Female,35,126,no,no,317.4,7.8,35.97,60,1,3,1,0
2020,620451,Male,37,112,no,no,252.9,9.8,28.66,110,5,3,1,0
2020,620644,Male,48,87,no,no,355.8,11,40.32,81,3,3,1,0
2020,620892,Male,25,125,no,no,205.65,8.6,23.31,114,4,3,1,0
2020,620921,Female,38,59,no,no,232.8,8.7,26.38,80,4,3,1,0
2020,621278,Female,36,129,no,no,501.45,10.4,56.83,83,6,3,0,1
2020,621337,Female,39,121,no,no,286.05,9.8,32.42,103,4,3,3,0
2020,621668,Female,40,32,no,no,236.85,12.8,26.84,102,3,4,1,0
2020,623006,Female,36,116,no,no,251.7,7.3,28.53,128,4,2,2,0
2020,623155,Female,32,110,no,no,243,8.9,27.54,99,8,3,0,0
2020,623511,Male,35,36,no,yes,224.1,6.7,25.4,87,2,2,0,0
2020,623737,Male,43,81,no,no,263.25,10.2,29.84,98,3,3,1,0
2020,623899,Male,35,66,no,yes,286.2,8.9,32.44,108,6,3,0,0
2020,624466,Female,27,64,no,yes,273.15,10.6,30.96,86,5,3,2,0
2020,625536,Male,56,143,no,no,178.65,12.2,20.25,100,4,4,0,0
2020,626162,Male,44,70,no,no,349.2,12.9,39.58,104,7,4,0,1
2020,626228,Female,28,138,yes,no,69.75,9.6,7.91,95,4,3,4,1
2020,626273,Male,27,65,no,no,316.95,13.2,35.92,118,5,4,3,0
2020,627687,Female,31,85,no,no,389.7,5.4,44.17,72,1,2,0,0
2020,627901,Female,36,159,no,yes,170.85,11.8,19.36,137,9,4,1,0
2020,628265,Male,43,85,no,no,145.05,9.7,16.44,88,3,3,2,0
2020,628598,Male,42,98,no,no,244.2,6,27.68,104,3,2,2,0
2020,629901,Male,44,131,no,no,317.7,10.8,36.01,96,7,3,0,0
2020,629946,Male,72,75,no,no,184.2,10.7,20.88,91,2,3,2,0
2020,630107,Male,32,110,no,no,197.85,7.1,22.42,105,4,2,1,0
2020,631754,Female,25,77,no,no,213.45,9.9,24.19,82,1,3,1,0
2020,631810,Female,49,158,no,no,303,10.4,34.34,84,6,3,1,0
2020,632309,Male,35,155,no,yes,274.95,5.1,31.16,90,7,2,1,0
2020,632362,Male,40,87,no,yes,215.25,11.2,24.4,69,5,4,0,0
2020,632372,Female,50,116,no,no,288.15,7.9,32.66,94,2,3,3,0
2020,632379,Female,28,149,no,no,310.95,8.6,35.24,83,4,3,1,0
2020,632915,Male,38,86,no,no,285.75,10.1,32.39,89,5,3,3,0
2020,633760,Female,25,146,no,yes,303.75,7.8,34.43,77,2,3,1,0
2020,633877,Male,40,179,no,no,328.8,6.1,37.26,104,5,2,0,0
2020,634050,Male,29,106,no,no,267.6,9.6,30.33,105,2,3,0,0
2020,634909,Male,30,134,no,no,304.05,12.1,34.46,108,7,4,0,0
2020,635049,Male,49,68,no,no,197.4,10.2,22.37,107,5,3,3,0
2020,635612,Female,46,59,no,no,225.3,12.1,25.53,128,2,4,1,0
2020,635997,Male,42,60,no,no,379.05,12.4,42.96,100,4,4,2,0
2020,636190,Male,40,29,yes,yes,352.5,5.7,39.95,106,7,2,2,0
2020,637281,Male,56,100,no,no,106.2,9.5,12.04,125,1,3,6,1
2020,637476,Female,20,185,yes,yes,231.15,12.9,26.2,105,3,4,2,0
2020,638869,Female,30,100,yes,no,102.75,12.1,11.65,99,9,4,0,0
2020,639438,Female,24,185,no,yes,284.7,7.5,32.27,126,3,3,1,0
2020,639725,Female,43,157,no,yes,288.9,6.8,32.74,139,5,2,3,0
2020,640102,Female,42,158,no,no,331.35,6.4,37.55,75,5,2,0,0
2020,640148,Female,37,86,no,yes,338.1,12.9,38.32,112,3,4,1,0
2020,641119,Female,35,41,no,yes,291.6,17.2,33.05,115,9,5,2,0
2020,641375,Female,28,72,no,yes,144.9,6.2,16.42,117,4,2,4,1
2020,641466,Male,28,101,yes,no,290.55,11.6,32.93,100,8,4,0,0
2020,642080,Male,47,157,no,no,336.75,11.5,38.17,118,2,4,2,0
2020,642802,Female,36,93,no,yes,176.85,9.8,20.04,86,3,3,1,0
2020,643032,Female,33,75,no,no,249.45,6.1,28.27,80,5,2,1,0
2020,643397,Female,54,136,no,no,213.45,6,24.19,75,11,2,2,0
2020,643674,Male,33,136,no,no,138,10.3,15.64,90,10,3,1,0
2020,644281,Male,42,45,no,yes,137.55,7.7,15.59,103,5,3,1,0
2020,644601,Male,47,101,no,yes,181.65,10.1,20.59,75,6,3,0,0
2020,645595,Male,49,67,no,no,269.7,10.9,30.57,97,4,3,0,0
2020,645985,Female,39,91,yes,yes,140.25,9.9,15.9,133,3,3,0,0
2020,646421,Male,46,87,yes,no,250.95,11,28.44,88,6,3,1,0
2020,646553,Female,47,68,no,no,334.2,11,37.88,111,3,3,3,0
2020,646606,Female,36,88,no,yes,329.25,16.1,37.32,92,5,5,1,0
2020,646745,Male,59,55,no,no,283.5,17.1,32.13,87,6,5,0,0
2020,647023,Male,50,86,no,no,335.85,7.3,38.06,143,9,2,1,0
2020,647042,Male,32,73,no,no,321.45,10.8,36.43,92,13,3,1,0
2020,647251,Female,46,215,no,no,125.4,10.7,14.21,110,9,3,0,0
2020,648706,Female,31,105,no,no,173.25,13.3,19.64,90,5,4,3,0
2020,649070,Male,35,62,no,no,239.85,5.6,27.18,109,4,2,1,0
2020,649529,Male,50,111,no,no,148.95,9,16.88,94,6,3,3,0
2020,649582,Female,48,46,no,no,187.2,8.6,21.22,72,4,3,2,0
2020,650101,Male,56,117,yes,no,81.3,8.6,9.21,84,2,3,1,1
2020,650136,Female,43,136,no,no,375.3,13,42.53,114,2,4,1,1
2020,650525,Female,37,113,no,no,193.05,9.2,21.88,135,4,3,2,1
2020,650616,Female,25,75,no,no,471.9,5.7,53.48,100,3,2,2,1
2020,651092,Female,30,139,no,no,289.2,13,32.78,101,3,4,3,0
2020,651751,Male,58,113,no,no,323.25,6.6,36.64,91,9,2,4,0
2020,652115,Female,32,158,no,no,314.85,8.2,35.68,93,3,3,1,0
2020,652292,Male,32,94,no,no,351.6,2,39.85,121,2,1,1,1
2020,652353,Male,33,11,no,yes,197.25,10,22.36,87,3,3,2,0
2020,652365,Male,29,132,no,no,287.85,12.6,32.62,88,2,4,1,0
2020,653069,Male,39,41,no,no,314.85,9.6,35.68,104,4,3,1,0
2020,653347,Male,53,74,no,no,159.6,11.4,18.09,81,3,4,1,0
2020,654129,Male,42,37,no,no,350.55,12,39.73,101,2,4,2,0
2020,654174,Female,35,130,no,yes,212.85,8.7,24.12,101,5,3,0,0
2020,654914,Male,29,128,no,no,293.4,16,33.25,76,2,5,0,0
2020,655068,Male,37,118,yes,yes,230.7,9.2,26.15,103,6,3,1,0
2020,655895,Male,31,50,no,no,387.15,11.7,43.88,110,5,4,1,0
2020,657007,Female,33,99,no,yes,131.55,7.3,14.91,112,4,2,2,0
2020,658304,Female,28,76,no,no,449.25,13.7,50.92,134,4,4,0,1
2020,658333,Male,27,107,yes,no,410.25,11,46.5,67,9,3,2,0
2020,658453,Female,29,83,no,no,341.85,12.1,38.74,100,5,4,1,0
2020,658778,Male,57,96,yes,no,300.9,11.2,34.1,95,5,4,2,0
2020,659077,Female,46,98,no,no,309.75,12.4,35.11,115,5,4,5,0
2020,659090,Male,43,63,no,yes,228.3,12.3,25.87,103,5,4,1,0
2020,659418,Female,51,104,no,no,351.3,9.8,39.81,79,6,3,0,1
2020,659694,Male,29,123,no,no,171.6,11,19.45,102,3,3,0,0
2020,660340,Male,45,88,no,no,98.1,13.8,11.12,113,1,4,2,0
2020,660935,Female,44,131,no,yes,234.9,13.4,26.62,120,10,4,1,0
2020,662160,Male,66,137,no,no,345.3,10.7,39.13,111,7,3,4,0
2020,662662,Female,42,20,no,yes,257.25,7.1,29.16,125,3,2,0,0
2020,663391,Male,54,13,no,no,87.6,11.9,9.93,115,5,4,1,0
2020,663624,Male,25,168,no,yes,263.85,7.3,29.9,81,5,2,2,0
2020,663672,Male,38,92,yes,no,196.05,9.4,22.22,98,2,3,2,1
2020,664641,Female,29,147,yes,no,235.5,7.1,26.69,96,6,2,0,0
2020,665818,Female,37,142,no,yes,356.1,9.2,40.36,110,3,3,3,0
2020,666144,Female,40,70,no,no,263.1,11.6,29.82,96,4,4,0,0
2020,666573,Female,52,141,no,no,240.15,7,27.22,107,1,2,2,0
2020,667099,Female,31,95,no,no,403.5,7.3,45.73,61,4,2,2,1
2020,667416,Female,31,13,no,no,219.6,11.3,24.89,96,3,4,1,0
2020,667709,Male,36,37,no,no,309,8.4,35.02,86,11,3,0,0
2020,668129,Male,38,78,no,no,346.5,9.5,39.27,120,3,3,1,0
2020,669090,Male,38,105,no,no,210.9,6.8,23.9,83,3,2,2,0
2020,669647,Female,32,68,yes,no,222.75,14.5,25.25,121,7,4,1,1
2020,669878,Female,63,142,no,yes,231,10.8,26.18,83,5,3,1,0
2020,670143,Male,32,77,no,no,284.25,9.2,32.22,91,7,3,0,0
2020,670575,Male,33,101,no,no,230.7,11.6,26.15,77,2,4,4,0
2020,670709,Male,42,56,no,no,226.35,11.7,25.65,115,5,4,3,0
2020,671533,Male,31,112,no,yes,170.55,10,19.33,118,3,3,2,0
2020,671575,Male,41,98,no,no,109.2,10.5,12.38,110,4,3,3,0
2020,671616,Male,38,79,no,no,392.55,6,44.49,83,3,2,3,1
2020,671980,Female,44,83,no,no,202.2,7.7,22.92,123,5,3,2,0
2020,672085,Male,50,15,yes,no,212.1,8.1,24.04,88,3,3,2,0
2020,672333,Male,30,182,no,no,264.15,9.7,29.94,134,4,3,1,0
2020,672828,Female,51,167,yes,no,367.2,10.7,41.62,110,3,3,2,0
2020,673382,Female,48,98,no,no,247.5,12.5,28.05,94,7,4,1,1
2020,673611,Female,38,119,no,no,238.65,8.8,27.05,91,3,3,5,1
2020,674204,Male,69,77,no,yes,224.1,10.1,25.4,84,6,3,1,0
2020,675304,Female,59,162,no,no,330.9,10.5,37.5,89,11,3,1,0
2020,676034,Female,57,96,no,no,146.4,11.6,16.59,105,9,4,1,0
2020,676821,Male,30,43,no,no,265.8,12.7,30.12,144,2,4,4,0
2020,677238,Female,46,109,no,no,243.9,11.5,27.64,118,4,4,0,0
2020,678142,Male,58,61,no,yes,381.6,10.5,43.25,91,4,3,0,0
2020,678217,Female,18,64,no,no,218.25,8.9,24.74,91,8,3,1,0
2020,678981,Female,37,47,no,yes,211.95,7.8,24.02,84,2,3,1,0
2020,679062,Male,42,80,no,no,222.9,10,25.26,86,2,3,2,0
2020,679437,Male,24,66,no,no,51,11.5,5.78,120,3,4,0,0
2020,679528,Female,42,73,no,yes,291.6,11.5,33.05,110,3,4,0,0
2020,679548,Female,27,116,no,yes,402.9,11.6,45.66,106,3,4,2,0
2020,680378,Female,64,134,no,no,265.8,8.9,30.12,113,3,3,2,0
2020,680534,Male,39,46,no,no,246.3,8.1,27.91,119,1,3,1,0
2020,680762,Male,33,83,no,no,506.1,15.8,57.36,114,7,5,0,1
2020,680910,Female,62,79,no,no,331.35,12.2,37.55,74,2,4,1,0
2020,681326,Female,47,75,no,no,214.8,11.9,24.34,96,9,4,1,0
2020,681418,Male,34,87,no,yes,361.2,7.1,40.94,115,3,2,2,0
2020,681779,Female,22,95,no,no,251.4,13.4,28.49,113,6,4,2,0
2020,681808,Female,34,43,yes,no,377.25,9.3,42.76,67,4,3,0,0
2020,681978,Male,31,112,no,yes,274.8,9.7,31.14,95,3,3,0,0
2020,682221,Female,36,127,yes,no,265.35,7.7,30.07,138,2,3,1,1
2020,682601,Female,36,59,no,no,249.45,10,28.27,108,3,3,2,0
2020,683088,Male,42,62,no,no,273.45,11.2,30.99,131,1,4,2,0
2020,683510,Male,32,145,no,yes,386.55,11.1,43.81,86,4,3,2,0
2020,683661,Female,35,122,no,no,444.6,11.4,50.39,107,3,4,4,1
2020,683865,Male,58,95,no,no,262.8,7.5,29.78,95,2,3,1,0
2020,684894,Male,40,100,no,no,305.7,12.5,34.65,83,3,4,0,0
2020,684897,Male,34,48,no,yes,228,15.7,25.84,109,5,5,2,1
2020,685001,Male,49,111,no,yes,249.3,11.2,28.25,92,2,4,3,0
2020,686010,Male,29,107,yes,no,199.95,12.9,22.66,123,2,4,3,1
2020,686813,Male,50,104,no,yes,420.3,13.3,47.63,102,3,4,4,0
2020,686858,Female,45,125,no,no,305.1,11,34.58,113,4,3,1,0
2020,687247,Male,55,85,yes,no,295.8,8.3,33.52,133,4,3,4,0
2020,687293,Male,37,111,no,no,337.35,10.3,38.23,97,3,3,0,0
2020,687442,Male,75,128,no,yes,268.95,8.6,30.48,78,7,3,0,0
2020,688372,Male,28,72,no,no,177.3,12.2,20.09,106,3,4,3,0
2020,688681,Male,33,67,no,no,302.1,7,34.24,119,3,2,0,0
2020,689875,Female,42,182,no,no,103.65,6.5,11.75,96,4,2,0,0
2020,690137,Male,44,103,no,yes,167.7,6.9,19.01,81,4,2,1,0
2020,690668,Female,34,114,no,no,127.05,14.5,14.4,95,8,4,1,0
2020,691035,Male,45,159,no,no,413.7,7.4,46.89,93,5,2,2,1
2020,691292,Male,41,146,no,yes,231,8.2,26.18,107,4,3,3,0
2020,691528,Male,51,60,yes,yes,398.85,14,45.2,82,12,4,0,1
2020,691950,Female,35,88,no,no,327.3,8,37.09,99,1,3,1,0
2020,692246,Female,57,100,no,no,282.75,15.2,32.05,88,5,5,2,0
2020,692646,Male,35,111,no,no,344.1,10.4,39,95,6,3,4,0
2020,692782,Male,38,79,no,no,333.45,8.9,37.79,82,4,3,3,0
2020,692976,Female,46,111,no,no,165.6,7.7,18.77,105,6,3,2,0
2020,693251,Male,52,85,no,no,248.7,10.9,28.19,116,3,3,5,1
2020,693256,Male,30,111,no,no,321.45,12,36.43,98,2,4,1,0
2020,693362,Male,42,137,no,no,365.1,12.2,41.38,104,5,4,0,0
2020,693846,Male,40,137,no,no,211.65,8,23.99,75,7,3,2,0
2020,695828,Male,34,166,no,no,272.1,11.6,30.84,94,6,4,1,0
2020,695860,Male,26,70,no,no,89.25,11.1,10.12,86,6,3,0,0
2020,695870,Female,36,108,no,yes,243.15,9.6,27.56,76,3,3,4,1
2020,696503,Female,48,87,no,no,346.95,13,39.32,136,6,4,1,0
2020,696895,Female,39,93,no,yes,207.15,6.8,23.48,115,3,2,2,0
2020,697976,Male,29,77,no,no,345,11.3,39.1,136,3,4,2,0
2020,698329,Female,31,23,no,no,285.3,15,32.33,73,4,5,6,0
2020,698421,Male,44,86,no,no,192.45,12.2,21.81,152,5,4,7,1
2020,699288,Male,50,96,no,no,255.75,12.2,28.99,117,6,4,1,0
2020,699428,Male,21,96,no,no,270.9,10.3,30.7,125,4,3,1,1
2020,699500,Female,48,77,no,yes,203.85,11.5,23.1,74,3,4,4,1
2020,699741,Female,22,140,no,no,180.45,7.7,20.45,74,3,3,4,1
2020,700144,Male,48,136,yes,no,299.4,11,33.93,84,4,3,3,1
2020,700192,Male,31,99,no,no,218.4,11.4,24.75,86,7,4,1,0
2020,700440,Male,39,174,no,no,209.1,10,23.7,107,5,3,2,0
2020,700734,Female,58,90,no,yes,225.15,5.8,25.52,97,4,2,1,0
2020,701063,Female,73,6,no,no,275.4,10.2,31.21,79,2,3,1,0
2020,701515,Male,41,75,no,yes,245.4,13.1,27.81,115,3,4,3,0
2020,702466,Female,21,50,no,no,235.65,6.1,26.71,111,2,2,1,0
2020,702597,Male,30,161,no,yes,360.6,16.1,40.87,112,6,5,0,0
2020,702879,Female,49,123,no,yes,328.05,15,37.18,116,1,5,0,0
2020,703082,Male,28,166,no,no,260.85,15.3,29.56,113,5,5,0,0
2020,703357,Female,39,93,no,no,147.6,14.2,16.73,114,4,4,1,0
2020,703487,Male,42,139,no,no,247.5,12.6,28.05,128,8,4,1,0
2020,703848,Male,35,48,no,yes,317.55,12.2,35.99,80,1,4,1,0
2020,704056,Female,38,95,no,yes,370.5,10.5,41.99,90,4,3,3,0
2020,704462,Female,36,91,no,no,326.85,10.6,37.04,110,2,3,1,0
2020,704932,Male,42,24,no,yes,247.35,6.7,28.03,55,9,2,1,0
2020,705134,Female,42,243,no,no,143.25,6.6,16.24,118,6,2,2,0
2020,705911,Female,46,113,no,no,323.85,4.9,36.7,123,5,2,3,0
2020,706662,Female,41,148,no,no,277.8,9.5,31.48,104,13,3,1,0
2020,707492,Male,34,77,no,no,377.7,9.8,42.81,109,7,3,2,1
2020,707629,Male,42,85,no,no,302.1,12,34.24,106,3,4,1,0
2020,709367,Female,45,108,no,no,281.1,12.6,31.86,107,8,4,1,0
2020,709479,Male,19,1,no,no,217.2,13.8,24.62,79,3,4,1,0
2020,709886,Female,34,45,no,no,169.2,9,19.18,106,3,3,2,0
2020,710132,Male,40,35,no,no,391.2,5.8,44.34,123,2,2,1,0
2020,710290,Female,29,127,no,no,220.05,13.7,24.94,110,3,4,1,0
2020,710413,Male,41,92,no,no,137.55,9.2,15.59,86,4,3,2,0
2020,710626,Male,57,120,no,yes,319.05,9.7,36.16,119,13,3,2,0
2020,711041,Male,59,73,no,no,141.15,9.8,16,77,4,3,0,0
2020,711328,Female,37,117,no,no,224.85,13.3,25.48,92,13,4,2,0
2020,711697,Male,43,78,no,no,285.45,11.7,32.35,109,5,4,2,0
2020,711800,Male,30,159,no,no,131.55,10.5,14.91,93,10,3,1,0
2020,712303,Female,33,95,no,no,211.65,5.9,23.99,127,6,2,3,0
2020,712329,Female,40,67,no,no,465.6,9.2,52.77,99,10,3,4,0
2020,712353,Male,21,33,no,yes,280.2,15,31.76,103,5,5,0,0
2020,712415,Male,31,99,no,no,232.95,12.4,26.4,67,4,4,0,0
2020,712520,Male,50,91,yes,no,194.85,11.2,22.08,130,3,4,3,0
2020,712561,Male,31,73,no,no,205.65,11.1,23.31,120,4,3,1,0
2020,712758,Female,35,94,no,no,378.9,11.1,42.94,106,7,3,2,0
2020,712964,Female,39,106,no,no,287.1,8.2,32.54,76,3,3,1,0
2020,713136,Male,31,133,yes,yes,331.65,15.4,37.59,108,4,5,2,1
2020,713538,Male,54,106,no,no,78.3,11.4,8.87,95,2,4,2,0
2020,713814,Male,36,113,no,no,198.15,6.9,22.46,123,6,2,3,0
2020,713892,Male,29,57,no,yes,265.2,8.3,30.06,116,4,3,0,0
2020,714105,Male,35,97,no,no,216.3,13.8,24.51,72,4,4,3,0
2020,714675,Male,67,92,yes,no,259.65,9,29.43,117,5,3,1,0
2020,714712,Male,33,68,no,no,235.95,12,26.74,129,7,4,1,0
2020,714789,Male,28,177,no,no,284.25,14.2,32.22,112,2,4,1,0
2020,715186,Female,39,132,no,yes,263.55,8.6,29.87,118,3,3,2,0
2020,715876,Male,41,80,no,no,309.45,12.4,35.07,82,12,4,0,0
2020,715939,Male,42,98,no,no,241.5,12.1,27.37,113,4,4,4,0
2020,716101,Male,24,24,no,no,362.85,6.6,41.12,105,5,2,1,0
2020,716287,Male,41,106,no,yes,248.85,14.1,28.2,86,8,4,4,0
2020,717161,Male,62,99,no,no,82.2,7.5,9.32,125,3,3,1,0
2020,717655,Female,41,63,no,no,199.35,9.9,22.59,121,2,3,3,0
2020,718702,Male,36,33,no,no,320.85,9.8,36.36,71,14,3,2,0
2020,719028,Female,67,85,no,no,337.5,7.1,38.25,110,2,2,3,0
2020,719210,Male,32,92,no,yes,363.3,8.9,41.17,108,1,3,1,0
2020,719638,Female,31,10,no,no,274.5,8.7,31.11,73,6,3,2,0
2020,720222,Female,34,62,no,no,259.2,9.1,29.38,90,8,3,2,0
2020,720374,Male,67,150,no,no,283.95,9.2,32.18,117,5,3,4,0
2020,720622,Female,48,88,no,no,242.25,7.9,27.46,95,4,3,2,0
2020,721498,Male,30,103,no,no,249.9,7.7,28.32,115,6,3,1,0
2020,721856,Female,72,93,yes,no,468,10.5,53.04,74,2,3,0,1
2020,722008,Male,33,140,yes,yes,283.35,11.5,32.11,100,5,4,4,0
2020,722069,Female,33,112,no,yes,272.7,9.2,30.91,141,4,3,2,0
2020,722348,Female,23,56,no,no,182.4,8.9,20.67,95,2,3,1,0
2020,722447,Female,38,155,no,yes,192.75,6.8,21.85,85,6,2,1,0
2020,722719,Male,33,154,no,no,526.2,10.1,59.64,100,9,3,1,1
2020,724833,Female,39,84,yes,no,449.1,6.6,50.9,89,7,2,2,0
2020,725184,Female,34,167,no,no,197.4,11.1,22.37,97,4,3,4,1
2020,725229,Female,43,166,no,no,305.1,9.2,34.58,124,5,3,2,0
2020,725757,Female,67,88,no,yes,285.9,9.8,32.4,116,1,3,2,0
2020,725793,Female,33,28,no,no,182.55,8.3,20.69,122,2,3,6,1
2020,726166,Female,39,87,no,yes,321,10.6,36.38,82,5,3,0,0
2020,727213,Male,32,107,no,no,318.15,7.7,36.06,111,2,3,3,0
2020,727703,Female,43,77,no,yes,314.55,7.1,35.65,111,3,2,2,0
2020,727776,Female,23,73,no,no,275.1,7.5,31.18,100,3,3,4,0
2020,728182,Female,62,89,no,no,269.55,7.6,30.55,120,3,3,1,0
2020,728469,Female,48,85,no,no,264.6,11.5,29.99,50,1,4,1,0
2020,728686,Male,34,134,no,no,267,11.7,30.26,105,4,4,1,0
2020,730056,Female,29,90,no,no,392.7,9.6,44.51,91,5,3,1,0
2020,730058,Male,28,106,no,no,221.85,8.8,25.14,80,5,3,2,0
2020,730118,Male,31,101,no,no,275.85,10.8,31.26,145,11,3,1,0
2020,730627,Female,31,109,no,no,325.5,8.2,36.89,106,4,3,1,0
2020,731038,Female,35,167,yes,no,328.65,10.1,37.25,101,4,3,2,0
2020,731114,Female,33,60,no,no,331.65,7.4,37.59,90,3,2,1,0
2020,731938,UNKNOWN,26,78,no,no,252.45,12.5,28.61,136,1,4,1,0
2020,732254,UNKNOWN,39,76,no,yes,321.9,8.1,36.48,140,2,3,1,0
2020,732329,Female,48,107,no,yes,302.7,11.9,34.31,133,8,4,1,0
2020,733395,Male,35,161,yes,no,291.3,12.9,33.01,129,1,4,1,1
2020,733748,Female,41,55,no,no,428.55,14.8,48.57,140,7,4,0,1
2020,735589,Female,61,224,yes,no,257.25,5,29.16,102,2,2,1,1
2020,736248,Female,48,87,no,no,252.3,12.9,28.59,99,3,4,1,0
2020,736440,Male,69,174,no,yes,251.7,14.5,28.53,132,4,4,4,1
2020,736655,Male,22,143,no,yes,279.9,11.6,31.72,138,5,4,1,0
2020,736877,Male,28,160,no,no,250.2,9.3,28.36,77,1,3,1,0
2020,737117,Female,36,38,no,no,223.5,13.9,25.33,93,11,4,0,0
2020,737551,Female,34,97,no,no,359.7,8.7,40.77,81,5,3,2,0
2020,737808,Female,46,101,no,no,0,7.2,0,95,4,2,1,0
2020,737921,Female,31,61,no,yes,245.55,9.9,27.83,118,3,3,3,0
2020,738488,Male,25,55,no,no,263.4,9.3,29.85,55,4,3,0,0
2020,739089,Female,32,84,no,yes,134.55,10.7,15.25,114,2,3,1,0
2020,739145,Male,21,140,no,no,347.85,14.3,39.42,98,6,4,3,0
